winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Greedy,Negamax,8,vertical,True,True,1,"[0.006, 0.008, 0.011, 0.012]",0.01,"[19, 37, 55, 55]",41.5

Negamax,Negamax,5,vertical,True,True,2,"[0.096, 0.109, 0.121]",0.11,"[534, 589, 670]",597.67

Negamax,Negamax,3,horizontal,True,True,3,"[0.484, 1.1717]",0.83,"[2821, 6855]",4838.0

Negamax,Greedy,8,vertical,True,True,4,"[4.1417, 8.1317, 14.0978, 13.2021]",9.89,"[22298, 44665, 79123, 76473]",55639.75

Negamax,Greedy,6,vertical,True,True,1,"[0.009, 0.008, 0.012]",0.01,"[37, 37, 55]",43.0

Negamax,Greedy,6,vertical,True,True,2,"[0.119, 0.195, 0.125]",0.15,"[668, 1094, 712]",824.67

Negamax,Greedy,8,lrd,True,True,3,"[1.034, 1.8377, 2.2665, 1.7341]",1.72,"[5847, 10376, 12881, 10529]",9908.25

Negamax,Greedy,10,lrd,True,True,4,"[2.5299, 8.3291, 19.9403, 24.3297, 8.6908]",12.76,"[14740, 45216, 108971, 136053, 52079]",71411.8

Negamax,Negamax,9,vertical,True,True,1,"[0.005, 0.005, 0.008, 0.012, 0.015]",0.01,"[19, 19, 37, 55, 73]",40.6

Negamax,Greedy,10,lrd,True,True,2,"[0.118, 0.137, 0.182, 0.145, 0.124]",0.14,"[665, 760, 1032, 852, 726]",807.0

Negamax,Negamax,9,lru,True,True,3,"[0.455, 0.9181, 1.654, 2.5596, 1.7349]",1.46,"[2570, 5283, 9303, 14816, 10551]",8504.6

Negamax,Greedy,10,horizontal,True,True,4,"[2.5005, 8.0252, 15.2122, 18.4204, 5.5263]",9.94,"[14906, 44320, 85271, 101933, 34197]",56125.4

Negamax,Negamax,3,vertical,True,True,1,"[0.008, 0.012]",0.01,"[37, 55]",46.0

Negamax,Greedy,12,lrd,True,True,2,"[0.076, 0.123, 0.167, 0.1665, 0.173, 0.198]",0.15,"[469, 676, 942, 936, 959, 1147]",854.83

Negamax,Greedy,8,lrd,True,True,3,"[0.825, 1.1401, 2.5794, 2.9025]",1.86,"[4630, 6344, 14251, 16309]",10383.5

Negamax,Greedy,8,vertical,True,True,4,"[4.1128, 8.5558, 15.2374, 26.5285]",13.61,"[22242, 47964, 83120, 92554]",61470.0

Negamax,Negamax,3,vertical,True,True,1,"[0.014, 0.019]",0.02,"[37, 55]",46.0

Negamax,Negamax,5,vertical,True,True,2,"[0.105, 0.178, 0.213]",0.17,"[349, 593, 722]",554.67

Negamax,Negamax,11,lrd,True,True,3,"[1.2531, 1.4038, 2.545, 4.7847, 3.4722, 4.5765]",3.01,"[4210, 4863, 8552, 16132, 12149, 15662]",10261.33

Negamax,Greedy,10,lrd,True,True,4,"[8.2386, 13.9297, 33.3585, 40.8378, 14.8536]",22.24,"[27553, 45216, 108971, 136053, 52079]",73974.4

Greedy,Greedy,7,vertical,True,True,1,"[0.0134, 0.0136, 0.019]",0.02,"[37, 37, 55]",43.0

Negamax,Negamax,7,vertical,True,True,2,"[0.102, 0.26, 0.643, 0.26]",0.32,"[346, 876, 2151, 903]",1069.0

Negamax,Greedy,10,vertical,True,True,3,"[1.3958, 2.7649, 3.9801, 2.8031, 3.1306]",2.81,"[4696, 9286, 13581, 10221, 10718]",9700.4

Negamax,Greedy,12,vertical,True,True,4,"[5.3112, 14.1091, 21.133, 25.1875, 11.3673, 6.283]",13.9,"[19145, 45585, 87804, 143295, 65741, 39739]",66884.83

Greedy,Negamax,4,horizontal,True,True,1,"[0.005, 0.009]",0.01,"[19, 37]",28.0

Negamax,Negamax,11,lru,True,True,2,"[0.102, 0.114, 0.131, 0.167, 0.148, 0.184]",0.14,"[576, 634, 731, 948, 839, 1041]",794.83

Negamax,Greedy,8,vertical,True,True,3,"[1.103, 1.5218, 1.9678, 1.7387]",1.58,"[6222, 8627, 11232, 10154]",9058.75

Negamax,Greedy,12,vertical,True,True,4,"[5.9291, 8.0709, 17.1675, 12.6517, 15.4996, 7.0687]",11.06,"[33146, 43558, 94624, 71101, 88352, 44624]",62567.5

Negamax,Greedy,8,lrd,True,True,1,"[0.005, 0.009, 0.011, 0.014]",0.01,"[19, 37, 55, 73]",46.0

Negamax,Greedy,8,vertical,True,True,2,"[0.123, 0.203, 0.223, 0.138]",0.17,"[702, 1156, 1254, 831]",985.75

Greedy,Greedy,13,horizontal,True,True,3,"[0.4485, 1.2436, 2.0861, 1.9078, 2.5443, 1.5733]",1.63,"[2602, 6968, 11773, 10833, 14722, 9294]",9365.33

Negamax,Greedy,10,lrd,True,True,4,"[6.027, 8.9661, 19.7325, 24.2889, 8.7686]",13.56,"[33528, 48512, 108209, 136053, 52079]",75676.2

Negamax,Negamax,7,vertical,True,True,1,"[0.005, 0.009, 0.015, 0.014]",0.01,"[19, 37, 73, 73]",50.5

Negamax,Greedy,10,lru,True,True,2,"[0.098, 0.108, 0.216, 0.31, 0.149]",0.18,"[555, 608, 1200, 1751, 826]",988.0

Negamax,Negamax,9,horizontal,True,True,3,"[0.63, 1.0975, 1.7727, 1.563, 1.63]",1.34,"[3551, 6234, 10186, 9390, 10075]",7887.2

Negamax,Greedy,10,horizontal,True,True,4,"[8.1693, 7.9039, 15.4285, 16.0485, 5.5898]",10.63,"[46868, 43208, 86172, 90417, 34813]",60295.6

