winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Minimax,Greedy,12,lru,True,True,4,"[12.4413, 25.262, 37.8402, 29.0507, 32.4849, 23.7876]",26.81,"[78822, 146259, 221166, 174072, 194138, 146912]",160228.17
Minimax,Minimax,9,vertical,True,True,1,"[0.005, 0.011, 0.014, 0.012, 0.011]",0.01,"[19, 55, 73, 55, 55]",51.4
Minimax,Minimax,5,vertical,True,True,2,"[0.13, 0.137, 0.191]",0.15,"[755, 787, 1102]",881.33
Minimax,Minimax,3,horizontal,True,True,3,"[0.4653, 1.028]",0.75,"[2733, 6277]",4505.0
Minimax,Greedy,6,vertical,True,True,4,"[17.7919, 35.1459, 36.1542]",29.7,"[103337, 205633, 211309]",173426.33
Minimax,Minimax,7,vertical,True,True,1,"[0.005, 0.009, 0.009, 0.012]",0.01,"[19, 37, 37, 55]",37.0
Minimax,Greedy,6,vertical,True,True,2,"[0.197, 0.478, 0.2541]",0.31,"[1123, 2717, 1507]",1782.33
Minimax,Minimax,3,horizontal,True,True,3,"[1.0237, 1.6701]",1.35,"[5781, 9797]",7789.0
Minimax,Greedy,12,vertical,True,True,4,"[14.241, 36.4408, 30.3401, 29.4222, 26.6858, 19.5065]",26.11,"[81531, 199617, 175465, 169468, 161927, 127415]",152570.5
Greedy,Greedy,9,vertical,True,True,1,"[0.008, 0.008, 0.011, 0.012]",0.01,"[37, 37, 55, 55]",46.0
Minimax,Minimax,7,horizontal,True,True,2,"[0.074, 0.1799, 0.28, 0.148]",0.17,"[422, 1003, 1590, 848]",965.75
Minimax,Minimax,7,vertical,True,True,3,"[0.373, 0.9844, 2.56, 2.0291]",1.49,"[2058, 5468, 14514, 11564]",8401.0
Minimax,Greedy,12,lru,True,True,4,"[9.1237, 25.3319, 37.8888, 29.1226, 32.2507, 23.6709]",26.23,"[56402, 146259, 221166, 174072, 194138, 146912]",156491.5
Greedy,Greedy,3,vertical,True,True,1,[0.011],0.01,[55],55.0
Minimax,Greedy,10,lru,True,True,2,"[0.067, 0.146, 0.218, 0.21, 0.162]",0.16,"[418, 838, 1268, 1210, 991]",945.0
Minimax,Minimax,5,vertical,True,True,3,"[0.492, 1.225, 2.019]",1.25,"[2764, 6908, 11303]",6991.67
Minimax,Minimax,9,horizontal,True,True,4,"[8.096, 14.1364, 27.3382, 44.8727, 18.4059]",22.57,"[48135, 81708, 157024, 258067, 109973]",130981.4
Greedy,Greedy,3,vertical,True,True,1,[0.011],0.01,[55],55.0
Minimax,Greedy,10,horizontal,True,True,2,"[0.131, 0.2125, 0.25, 0.2378, 0.181]",0.2,"[788, 1204, 1421, 1356, 1142]",1182.2
Minimax,Minimax,7,horizontal,True,True,3,"[0.531, 1.5381, 1.2325, 1.4925]",1.2,"[2998, 8654, 7269, 8878]",6949.75
Minimax,Minimax,11,horizontal,True,True,4,"[19.1452, 23.1887, 38.0982, 47.7029, 18.944, 12.6532]",26.62,"[112130, 133159, 220855, 278687, 113173, 76562]",155761.0
Minimax,Minimax,7,vertical,True,True,1,"[0.005, 0.012, 0.013, 0.012]",0.01,"[19, 55, 55, 55]",46.0
Minimax,Greedy,8,lru,True,True,2,"[0.127, 0.1504, 0.2957, 0.425]",0.25,"[732, 847, 1693, 2409]",1420.25
Minimax,Minimax,9,horizontal,True,True,3,"[0.404, 0.7079, 1.3394, 2.0612, 1.2605]",1.15,"[2408, 3993, 7430, 11941, 7801]",6714.6
Minimax,Greedy,12,vertical,True,True,4,"[6.7574, 23.7534, 48.0375, 49.2475, 59.7739, 29.4814]",36.18,"[41949, 136469, 278609, 289841, 351979, 181318]",213360.83
Minimax,Minimax,7,vertical,True,True,1,"[0.006, 0.006, 0.012, 0.012]",0.01,"[19, 19, 55, 55]",37.0
Minimax,Greedy,6,vertical,True,True,2,"[0.198, 0.477, 0.255]",0.31,"[1123, 2717, 1507]",1782.33
Minimax,Minimax,3,horizontal,True,True,3,"[0.855, 1.0401]",0.95,"[4889, 6277]",5583.0
Minimax,Minimax,9,vertical,True,True,4,"[8.6767, 14.7214, 40.4226, 51.5555, 30.6362]",29.2,"[51689, 89417, 231471, 303002, 183757]",171867.2
Minimax,Minimax,9,vertical,True,True,1,"[0.009, 0.005, 0.008, 0.012, 0.015]",0.01,"[37, 19, 37, 55, 73]",44.2
Minimax,Minimax,7,horizontal,True,True,2,"[0.147, 0.218, 0.3416, 0.13]",0.21,"[835, 1235, 1953, 749]",1193.0
Minimax,Minimax,5,vertical,True,True,3,"[1.3451, 1.0405, 1.0186]",1.13,"[7728, 5915, 6159]",6600.67
Minimax,Greedy,6,vertical,True,True,4,"[18.6327, 33.344, 38.3213]",30.1,"[108691, 194301, 225093]",176028.33
Minimax,Minimax,7,vertical,True,True,1,"[0.009, 0.006, 0.013, 0.012]",0.01,"[37, 19, 55, 55]",41.5
Minimax,Greedy,10,vertical,True,True,2,"[0.07, 0.161, 0.195, 0.211, 0.2542]",0.18,"[418, 856, 1136, 1179, 1430]",1003.8
Greedy,Minimax,12,lru,True,True,3,"[0.533, 1.012, 2.1687, 2.2061, 1.7969, 4.1152]",1.97,"[3050, 5776, 12173, 12832, 10132, 23628]",11265.17
Minimax,Greedy,8,vertical,True,True,4,"[7.1538, 24.8587, 34.3239, 25.5929]",22.98,"[44552, 143986, 201978, 158059]",137143.75
Greedy,Greedy,3,vertical,True,True,1,[0.012],0.01,[55],55.0
Minimax,Greedy,10,vertical,True,True,2,"[0.209, 0.151, 0.2292, 0.216, 0.185]",0.2,"[1211, 856, 1290, 1386, 1079]",1164.4
Minimax,Minimax,3,vertical,True,True,3,"[1.7277, 1.054]",1.39,"[9936, 5946]",7941.0
Minimax,Greedy,8,vertical,True,True,4,"[17.1182, 21.7795, 41.2036, 26.0942]",26.55,"[104337, 126098, 240559, 159861]",157713.75
Greedy,Greedy,7,vertical,True,True,1,"[0.009, 0.009, 0.012]",0.01,"[37, 37, 55]",43.0
Minimax,Minimax,5,vertical,True,True,2,"[0.172, 0.449, 0.268]",0.3,"[986, 2571, 1545]",1700.67
Minimax,Minimax,7,horizontal,True,True,3,"[0.4928, 1.368, 1.3872, 1.5015]",1.19,"[2766, 7638, 8070, 8878]",6838.0
